End_Mkt_Segment,Fiscal_Mth,Director,Region,BU,Revenue,PAV
COM,201912,MWAN,AS,PPGTG,106079,4707819
COM,201912,MWAN,AS,PTPTG,240248,2076184
COM,201912,MWAN,IN,ADEFTG,588,1315810
COM,201912,MWAN,IN,CHNTG,7003,37000
COM,201912,MWAN,IN,COMTG,180118,6430203
COM,201912,MWAN,IN,CSTG,4214,68000
COM,201912,MWAN,IN,PPGTG,402983,18056055
COM,201912,MWAN,IN,PTPTG,200054,2548851
COM,201912,SHONG,KR,ADEFTG,125653,2913018
COM,201912,SHONG,KR,AEGTG,4901,291180
COM,201912,SHONG,KR,COMTG,1377153,19792040
COM,201912,SHONG,KR,CSTG,4405,228112
COM,201912,SHONG,KR,PPGTG,660745,8427944
COM,201912,SHONG,KR,PTPTG,37917,2917850
COM,201912,TPARK,KR,CHNTG,111881,1655500
COM,201912,TPARK,KR,COMTG,1584372,183876000
COM,201912,TPARK,KR,PPGTG,74794,29599200
COM,202001,EHSU2,TA,ADEFTG,24112,4335450
COM,202001,EHSU2,TA,AEITG,4940,1089600
COM,202001,EHSU2,TA,COMTG,34957,19302190
COM,202001,EHSU2,TA,CSTG,182,574760
COM,202001,EHSU2,TA,PPGTG,1029435,35296790
COM,202001,EHSU2,TA,PTPTG,264623,6247378
COM,202001,MWAN,AL,ADEFTG,2790,64000
COM,202001,MWAN,AL,COMTG,64787,14056870
COM,202001,MWAN,AL,CSTG,1644,21390
COM,202001,MWAN,AL,PPGTG,88094,1029319
COM,202001,MWAN,AL,PTPTG,131536,383055
COM,202001,MWAN,AS,ADEFTG,2125,7561095
COM,202001,MWAN,AS,AEITG,915,142790
COM,202001,MWAN,AS,COMTG,60113,14995996
COM,202001,MWAN,AS,PPGTG,46170,5848097
COM,202001,MWAN,AS,PTPTG,120525,1828044
COM,202001,MWAN,IN,ADEFTG,356,1438310
COM,202001,MWAN,IN,CHNTG,1515,37000
COM,202001,MWAN,IN,COMTG,47587,6637883
COM,202001,MWAN,IN,CSTG,7052,70610
COM,202001,MWAN,IN,DHCTG,23,3000
COM,202001,MWAN,IN,PPGTG,277420,13097615
COM,202001,MWAN,IN,PTPTG,109304,2307141
COM,202001,SHONG,KR,ADEFTG,19020,2559853
COM,202001,SHONG,KR,CHNTG,2285,640470
COM,202001,SHONG,KR,COMTG,511582,18454507
COM,202001,SHONG,KR,PPGTG,225700,9111473
COM,202001,SHONG,KR,PTPTG,29988,2965723
COM,202001,TPARK,KR,CHNTG,42075,1255500
COM,202001,TPARK,KR,COMTG,1714309,168676000
COM,202001,TPARK,KR,PPGTG,51079,30141200
COM,202001,TPARK,KR,PTPTG,23679,500000
COM,202002,EHSU2,TA,ADEFTG,11385,4204050
COM,202002,EHSU2,TA,AEITG,1181,1168900
COM,202002,EHSU2,TA,CHNTG,13,354012
COM,202002,EHSU2,TA,COMTG,76610,19733270
COM,202002,EHSU2,TA,CSTG,149,544300
COM,202002,EHSU2,TA,PPGTG,1285968,34729320
COM,202002,EHSU2,TA,PTPTG,241657,5933663
COM,202002,MWAN,AL,ADEFTG,2383,64000
COM,202002,MWAN,AL,COMTG,98307,13860300
COM,202002,MWAN,AL,PPGTG,88696,1016504
COM,202002,MWAN,AL,PTPTG,94833,433515
COM,202002,MWAN,AS,ADEFTG,1331,7138662
COM,202002,MWAN,AS,AEITG,450,142790
COM,202002,MWAN,AS,COMTG,99951,14624148
COM,202002,MWAN,AS,CSTG,5600,84402
COM,202002,MWAN,AS,PPGTG,39154,5746396
COM,202002,MWAN,AS,PTPTG,42941,1962625
COM,202002,MWAN,IN,ADEFTG,356,3871510
COM,202002,MWAN,IN,CHNTG,9874,37000
COM,202002,MWAN,IN,COMTG,130926,6243952
COM,202002,MWAN,IN,CSTG,3208,70610
COM,202002,MWAN,IN,DHCTG,16,3000
COM,202002,MWAN,IN,PPGTG,257707,13110035
COM,202002,MWAN,IN,PTPTG,87257,2615644
COM,202002,SHONG,KR,ADEFTG,51292,2914061
COM,202002,SHONG,KR,AEITG,16923,429288
COM,202002,SHONG,KR,COMTG,285131,23727027
COM,202002,SHONG,KR,PPGTG,180878,10356756
COM,202002,SHONG,KR,PTPTG,42413,4317853
COM,202002,TPARK,KR,COMTG,1055794,181476000
COM,202002,TPARK,KR,PPGTG,15743,31541200
COM,202002,TPARK,KR,PTPTG,14691,500000
COM,202003,EHSU2,TA,ADEFTG,266,4081599
COM,202003,EHSU2,TA,AEITG,1884,1147300
COM,202003,EHSU2,TA,COMTG,97366,19057125
COM,202003,EHSU2,TA,CSTG,1488,554300
COM,202003,EHSU2,TA,PPGTG,2197807,48981054
COM,202003,EHSU2,TA,PTPTG,377902,6241317
COM,202003,MWAN,AL,ADEFTG,1600,189000
COM,202003,MWAN,AL,AEITG,1113,13000
COM,202003,MWAN,AL,COMTG,111049,11338420
COM,202003,MWAN,AL,PPGTG,117559,1451348
COM,202003,MWAN,AL,PTPTG,151719,440410
COM,202003,MWAN,AS,ADEFTG,6825,5542776
COM,202003,MWAN,AS,AEITG,7504,98890
COM,202003,MWAN,AS,CHNTG,26,76515
COM,202003,MWAN,AS,COMTG,112399,9969592
COM,202003,MWAN,AS,CSTG,5600,60446
COM,202003,MWAN,AS,PPGTG,56478,4575017
COM,202003,MWAN,AS,PTPTG,114671,2111074
COM,202003,MWAN,IN,ADEFTG,2986,1851210
COM,202003,MWAN,IN,AEITG,129,832400
COM,202003,MWAN,IN,CHNTG,7346,37000
COM,202003,MWAN,IN,COMTG,100618,6323500
COM,202003,MWAN,IN,CSTG,9365,70210
COM,202003,MWAN,IN,DHCTG,256,3000
COM,202003,MWAN,IN,PPGTG,366817,13421325
COM,202003,MWAN,IN,PTPTG,120232,2536664
COM,202003,SHONG,KR,ADEFTG,73801,3209617
COM,202003,SHONG,KR,AEGTG,2810,341180
COM,202003,SHONG,KR,COMTG,1128562,26052214
COM,202003,SHONG,KR,CSTG,5506,83448
COM,202003,SHONG,KR,PPGTG,597165,12966377
COM,202003,SHONG,KR,PTPTG,69022,4788636
COM,202003,TPARK,KR,CHNTG,19125,2683500
COM,202003,TPARK,KR,COMTG,4240092,203012000
COM,202003,TPARK,KR,PPGTG,47355,30641200
COM,202003,TPARK,KR,PTPTG,32374,500000
COM,202004,EHSU2,TA,ADEFTG,716,4422424
COM,202004,EHSU2,TA,AEITG,1893,1370670
COM,202004,EHSU2,TA,CHNTG,132,381990
COM,202004,EHSU2,TA,COMTG,23810,18737161
COM,202004,EHSU2,TA,CSTG,103,574300
COM,202004,EHSU2,TA,PPGTG,1015375,48782231
COM,202004,EHSU2,TA,PTPTG,207620,5724613
COM,202004,MWAN,AL,ADEFTG,2380,125000
COM,202004,MWAN,AL,AEITG,16306,10000
COM,202004,MWAN,AL,COMTG,90789,11748300
COM,202004,MWAN,AL,CSTG,3288,21390
COM,202004,MWAN,AL,PPGTG,48466,1523618
COM,202004,MWAN,AL,PTPTG,54094,434410
COM,202004,MWAN,AS,ADEFTG,6825,4784686
COM,202004,MWAN,AS,COMTG,33693,8650802
COM,202004,MWAN,AS,PPGTG,38021,4262896
COM,202004,MWAN,AS,PTPTG,127358,2080753
COM,202004,MWAN,IN,ADEFTG,733,1960210
COM,202004,MWAN,IN,COMTG,40208,5270200
COM,202004,MWAN,IN,CSTG,5965,31210
COM,202004,MWAN,IN,PPGTG,262206,14132915
COM,202004,MWAN,IN,PTPTG,69625,2427999
COM,202004,SHONG,KR,ADEFTG,43209,3223712
COM,202004,SHONG,KR,AEGTG,2810,341180
COM,202004,SHONG,KR,AEITG,78,380340
COM,202004,SHONG,KR,COMTG,488963,26695936
COM,202004,SHONG,KR,PPGTG,117376,13205897
COM,202004,SHONG,KR,PTPTG,34171,5205815
COM,202004,TPARK,KR,COMTG,194786,183660000
COM,202004,TPARK,KR,PPGTG,21098,8895200
COM,202004,TPARK,KR,PTPTG,14228,500000
COM,202005,EHSU2,TA,ADEFTG,5449,4519639
COM,202005,EHSU2,TA,AEITG,3339,1473350
COM,202005,EHSU2,TA,COMTG,32474,20489741
COM,202005,EHSU2,TA,CSTG,1380,554050
COM,202005,EHSU2,TA,PPGTG,1359101,43070511
COM,202005,EHSU2,TA,PTPTG,381948,6685058
COM,202005,MWAN,AL,ADEFTG,2790,125000
COM,202005,MWAN,AL,AEITG,430,10000
COM,202005,MWAN,AL,COMTG,69789,11667140
COM,202005,MWAN,AL,CSTG,1644,21390
COM,202005,MWAN,AL,PPGTG,60275,1532978
COM,202005,MWAN,AL,PTPTG,88304,315260
COM,202005,MWAN,AS,AEITG,23849,112010
COM,202005,MWAN,AS,COMTG,114255,8717172
COM,202005,MWAN,AS,CSTG,5600,66050
COM,202005,MWAN,AS,PPGTG,47243,4229714
COM,202005,MWAN,AS,PTPTG,94394,2819591
COM,202005,MWAN,IN,ADEFTG,356,1974990
COM,202005,MWAN,IN,AEITG,119,811400
COM,202005,MWAN,IN,CHNTG,6193,37600
COM,202005,MWAN,IN,COMTG,118932,6207444
COM,202005,MWAN,IN,CSTG,9602,17210
COM,202005,MWAN,IN,PPGTG,187931,15431645
COM,202005,MWAN,IN,PTPTG,174004,2867131
COM,202005,SHONG,KR,ADEFTG,106584,3477581
COM,202005,SHONG,KR,AEGTG,1495,341180
COM,202005,SHONG,KR,AEITG,317,380340
COM,202005,SHONG,KR,COMTG,469433,37092457
COM,202005,SHONG,KR,CSTG,5726,84448
COM,202005,SHONG,KR,PPGTG,115239,14735989
COM,202005,SHONG,KR,PTPTG,128331,5333091
COM,202005,TPARK,KR,CHNTG,36338,1989000
COM,202005,TPARK,KR,PPGTG,76776,6495200
COM,202005,TPARK,KR,PTPTG,22971,500000
COM,202006,EHSU2,TA,ADEFTG,6574,5175067
COM,202006,EHSU2,TA,AEGTG,12414,164080
COM,202006,EHSU2,TA,AEITG,3812,1441650
COM,202006,EHSU2,TA,CHNTG,26,882690
COM,202006,EHSU2,TA,COMTG,46354,45853110
COM,202006,EHSU2,TA,CSTG,392,560450
COM,202006,EHSU2,TA,DHCTG,4125,19000
COM,202006,EHSU2,TA,PPGTG,2111904,52620488
COM,202006,EHSU2,TA,PTPTG,357311,9686863
COM,202006,MWAN,AL,ADEFTG,1732,317000
COM,202006,MWAN,AL,AEITG,1250,700000
COM,202006,MWAN,AL,COMTG,133813,11933880
COM,202006,MWAN,AL,PPGTG,64298,1407279
COM,202006,MWAN,AL,PTPTG,99450,399809
COM,202006,MWAN,AS,ADEFTG,1305,4389866
COM,202006,MWAN,AS,AEITG,8237,142400
COM,202006,MWAN,AS,COMTG,50541,7195308
COM,202006,MWAN,AS,CSTG,11200,66050
COM,202006,MWAN,AS,PPGTG,83634,6919131
COM,202006,MWAN,AS,PTPTG,109908,2534109
COM,202006,MWAN,IN,ADEFTG,711,2034001
COM,202006,MWAN,IN,CHNTG,1603,37243
COM,202006,MWAN,IN,COMTG,69213,7120582
COM,202006,MWAN,IN,CSTG,6247,17296
COM,202006,MWAN,IN,PPGTG,297837,16895871
COM,202006,MWAN,IN,PTPTG,112819,3139198
COM,202006,SHONG,KR,ADEFTG,97191,3735381
COM,202006,SHONG,KR,AEGTG,8735,481180
COM,202006,SHONG,KR,CHNTG,654,1071062
COM,202006,SHONG,KR,COMTG,410163,40782543
COM,202006,SHONG,KR,PPGTG,223805,16196763
COM,202006,SHONG,KR,PTPTG,181454,5914551
COM,202006,TPARK,KR,CHNTG,2869,399500
COM,202006,TPARK,KR,COMTG,2017444,143875100
COM,202006,TPARK,KR,PPGTG,21600,5295200
COM,202006,TPARK,KR,PTPTG,20044,500000
COM,202007,EHSU2,TA,AEGTG,1296,198780
COM,202007,EHSU2,TA,AEITG,904,1419750
COM,202007,EHSU2,TA,COMTG,111143,43731169
COM,202007,EHSU2,TA,CSTG,1860,500950
COM,202007,EHSU2,TA,DHCTG,5895,19000
COM,202007,EHSU2,TA,PPGTG,1116843,57853386
COM,202007,EHSU2,TA,PTPTG,189649,12514323
COM,202007,MWAN,AL,AEITG,5136,700000
COM,202007,MWAN,AL,COMTG,71801,12655870
COM,202007,MWAN,AL,CSTG,1644,51890
COM,202007,MWAN,AL,PPGTG,31026,1459039
COM,202007,MWAN,AL,PTPTG,97080,610109
COM,202007,MWAN,AS,COMTG,56334,6402805
COM,202007,MWAN,AS,CSTG,5600,71100
COM,202007,MWAN,AS,PPGTG,43428,6372294
COM,202007,MWAN,AS,PTPTG,101065,2604629
COM,202007,MWAN,IN,ADEFTG,15730,2073651
COM,202007,MWAN,IN,CHNTG,958,42043
COM,202007,MWAN,IN,COMTG,59266,7609677
COM,202007,MWAN,IN,CSTG,17742,21658
COM,202007,MWAN,IN,PPGTG,278255,19106259
COM,202007,MWAN,IN,PTPTG,83940,4255010
COM,202007,SHONG,KR,ADEFTG,98178,3018475
COM,202007,SHONG,KR,AEITG,1561,391068
COM,202007,SHONG,KR,COMTG,482677,39948168
COM,202007,SHONG,KR,CSTG,6607,196660
COM,202007,SHONG,KR,PPGTG,194736,16157169
COM,202007,SHONG,KR,PTPTG,79808,7450257
COM,202007,TPARK,KR,CHNTG,59288,1487500
COM,202007,TPARK,KR,PPGTG,65922,5524800
COM,202007,TPARK,KR,PTPTG,9443,100000
CON,201811,EHSU2,TA,ADEFTG,9361,1356980
CON,201811,EHSU2,TA,AEGTG,2200,50530
CON,201811,EHSU2,TA,AEITG,147912,4724520
CON,201811,EHSU2,TA,COMTG,107804,813444
CON,201811,EHSU2,TA,CSTG,299856,7554581
CON,201811,EHSU2,TA,PPGTG,894394,16574427
CON,201811,EHSU2,TA,PTPTG,722926,8185727
CON,201811,JKANG2,KR,AEITG,458741,4200000
CON,201811,JKANG2,KR,CSTG,5436,16290000
CON,201811,JKANG2,KR,PPGTG,2895,1142100
CON,201811,JKANG2,KR,PTPTG,4228,100000
CON,201811,MWAN,AL,CSTG,72920,8000
CON,201811,MWAN,AL,PPGTG,78318,1264000
CON,201811,MWAN,AL,PTPTG,65319,69160
CON,201811,MWAN,AS,ADEFTG,7071,60030
CON,201811,MWAN,AS,AEITG,627,2399350
CON,201811,MWAN,AS,COMTG,34802,278450
CON,201811,MWAN,AS,CSTG,13103,1015585
CON,201811,MWAN,AS,PPGTG,140723,2965085
CON,201811,MWAN,AS,PTPTG,54547,756560
CON,201811,MWAN,IN,ADEFTG,936,13500
CON,201811,MWAN,IN,AEITG,431,279700
CON,201811,MWAN,IN,COMTG,43,60600
CON,201811,MWAN,IN,CSTG,2375,66760
CON,201811,MWAN,IN,PPGTG,8299,392200
CON,201811,MWAN,IN,PTPTG,12017,843010
CON,201811,SHONG,KR,ADEFTG,9225,1079601
CON,201811,SHONG,KR,AEITG,24833,2711560
CON,201811,SHONG,KR,COMTG,13456,1158450
CON,201811,SHONG,KR,CSTG,44985,751000
CON,201811,SHONG,KR,PPGTG,102973,3294250
CON,201811,SHONG,KR,PTPTG,42581,1205675
CON,201811,TPARK,KR,AEITG,270018,1500000
CON,201812,EHSU2,TA,ADEFTG,53135,2055780
CON,201812,EHSU2,TA,AEITG,184084,3885245
CON,201812,EHSU2,TA,COMTG,237715,951506
CON,201812,EHSU2,TA,CSTG,574964,7288676
CON,201812,EHSU2,TA,DHCTG,3075,74500
CON,201812,EHSU2,TA,PPGTG,716286,16258717
CON,201812,EHSU2,TA,PTPTG,786683,9196758
CON,201812,JKANG2,KR,AEITG,265591,4200000
CON,201812,JKANG2,KR,CSTG,15504,16290000
CON,201812,JKANG2,KR,PPGTG,1395,1142100
CON,201812,JKANG2,KR,PTPTG,5247,100000
CON,201812,MWAN,AL,AEITG,117675,7500
CON,201812,MWAN,AL,COMTG,28145,9700
CON,201812,MWAN,AL,CSTG,134758,8000
CON,201812,MWAN,AL,PPGTG,80382,1388000
CON,201812,MWAN,AL,PTPTG,47514,105160
CON,201812,MWAN,AS,ADEFTG,12096,60030
CON,201812,MWAN,AS,AEITG,332,2410380
CON,201812,MWAN,AS,COMTG,65595,278450
CON,201812,MWAN,AS,CSTG,14781,1308985
CON,201812,MWAN,AS,PPGTG,334625,2916187
CON,201812,MWAN,AS,PTPTG,81044,831420
CON,201812,MWAN,IN,COMTG,1255,67600
CON,201812,MWAN,IN,CSTG,4624,36760
CON,201812,MWAN,IN,PPGTG,3047,424700
CON,201812,MWAN,IN,PTPTG,2247,651307
CON,201812,SHONG,KR,ADEFTG,4588,1079601
CON,201812,SHONG,KR,AEITG,18050,3196460
CON,201812,SHONG,KR,COMTG,73461,1165450
CON,201812,SHONG,KR,CSTG,5525,1357240
CON,201812,SHONG,KR,PPGTG,86288,3254000
CON,201812,SHONG,KR,PTPTG,55997,1401020
CON,201812,TPARK,KR,AEITG,278736,2400000
CON,201812,TPARK,KR,COMTG,146475,400000
CON,201812,TPARK,KR,CSTG,1514313,136600000
CON,201901,EHSU2,TA,ADEFTG,2906,2056530
CON,201901,EHSU2,TA,AEITG,122270,5540105
CON,201901,EHSU2,TA,COMTG,84864,1007926
CON,201901,EHSU2,TA,CSTG,379572,8173874
CON,201901,EHSU2,TA,PPGTG,498800,16093663
CON,201901,EHSU2,TA,PTPTG,391753,7904020
CON,201901,JKANG2,KR,AEITG,15506,4200000
CON,201901,JKANG2,KR,CSTG,1290,16425000
CON,201901,JKANG2,KR,PTPTG,3193,100000
CON,201901,MWAN,AL,AEITG,126768,27500
CON,201901,MWAN,AL,COMTG,38,9700
CON,201901,MWAN,AL,CSTG,52666,8000
CON,201901,MWAN,AL,PPGTG,74027,2949075
CON,201901,MWAN,AL,PTPTG,75765,105160
CON,201901,MWAN,AS,ADEFTG,187,8330
CON,201901,MWAN,AS,AEITG,56,2368490
CON,201901,MWAN,AS,COMTG,61325,256850
CON,201901,MWAN,AS,CSTG,19472,1153675
CON,201901,MWAN,AS,PPGTG,99428,2784127
CON,201901,MWAN,AS,PTPTG,39140,803360
CON,201901,MWAN,IN,CSTG,567,39600
CON,201901,MWAN,IN,PPGTG,1586,409550
CON,201901,MWAN,IN,PTPTG,4623,559047
CON,201901,SHONG,KR,ADEFTG,9356,1179601
CON,201901,SHONG,KR,AEITG,30681,2059482
CON,201901,SHONG,KR,COMTG,19042,1146416
CON,201901,SHONG,KR,CSTG,25341,1035600
CON,201901,SHONG,KR,PPGTG,153162,3172925
CON,201901,SHONG,KR,PTPTG,13160,1274940
CON,201901,TPARK,KR,AEITG,256702,2700000
CON,201901,TPARK,KR,COMTG,306900,400000
CON,201901,TPARK,KR,CSTG,8680,136500000
CON,201902,EHSU2,TA,ADEFTG,13292,2119780
CON,201902,EHSU2,TA,AEITG,115418,5680805
CON,201902,EHSU2,TA,COMTG,52791,938526
CON,201902,EHSU2,TA,CSTG,219417,8099346
CON,201902,EHSU2,TA,PPGTG,487436,14360696
CON,201902,EHSU2,TA,PTPTG,345861,7941046
CON,201902,JKANG2,KR,AEITG,274344,4200000
CON,201902,JKANG2,KR,CSTG,6450,16425000
CON,201902,JKANG2,KR,PPGTG,1395,1425000
CON,201902,MWAN,AL,AEITG,142608,645150
CON,201902,MWAN,AL,COMTG,179,218200
CON,201902,MWAN,AL,CSTG,34961,8000
CON,201902,MWAN,AL,PPGTG,63455,3264625
CON,201902,MWAN,AL,PTPTG,58907,532260
CON,201902,MWAN,AS,AEITG,424,2368490
CON,201902,MWAN,AS,COMTG,28770,256850
CON,201902,MWAN,AS,CSTG,13691,903675
CON,201902,MWAN,AS,PPGTG,131966,2791002
CON,201902,MWAN,AS,PTPTG,51607,758760
CON,201902,MWAN,IN,AEITG,8165,366835
CON,201902,MWAN,IN,CSTG,15915,48600
CON,201902,MWAN,IN,PPGTG,9729,446950
CON,201902,MWAN,IN,PTPTG,5017,584047
CON,201902,SHONG,KR,ADEFTG,11470,1515900
CON,201902,SHONG,KR,AEITG,10340,1998072
CON,201902,SHONG,KR,COMTG,16863,1182816
CON,201902,SHONG,KR,CSTG,12604,1087260
CON,201902,SHONG,KR,PPGTG,53187,3478467
CON,201902,SHONG,KR,PTPTG,47190,1324090
CON,201902,TPARK,KR,AEITG,501835,11600000
CON,201902,TPARK,KR,COMTG,34875,400000
CON,201903,EHSU2,TA,ADEFTG,24418,2179280
CON,201903,EHSU2,TA,AEGTG,6600,62050
CON,201903,EHSU2,TA,AEITG,346687,5438355
CON,201903,EHSU2,TA,COMTG,240742,1010996
CON,201903,EHSU2,TA,CSTG,527756,7984116
CON,201903,EHSU2,TA,DHCTG,3075,44500
CON,201903,EHSU2,TA,PPGTG,870260,15584372
CON,201903,EHSU2,TA,PTPTG,799508,8292876
CON,201903,JKANG2,KR,CSTG,16729,16425000
CON,201903,JKANG2,KR,PPGTG,15024,1425000
CON,201903,MWAN,AL,AEITG,121324,712650
CON,201903,MWAN,AL,COMTG,27185,114550
CON,201903,MWAN,AL,CSTG,120379,33000
CON,201903,MWAN,AL,PPGTG,97023,2136425
CON,201903,MWAN,AL,PTPTG,38267,167960
CON,201903,MWAN,AS,ADEFTG,1423,183130
CON,201903,MWAN,AS,AEITG,2688,2368490
CON,201903,MWAN,AS,COMTG,40932,256850
CON,201903,MWAN,AS,CSTG,17595,703675
CON,201903,MWAN,AS,PPGTG,351589,2957832
CON,201903,MWAN,AS,PTPTG,55328,765820
CON,201903,MWAN,IN,AEITG,596,366835
CON,201903,MWAN,IN,COMTG,137,16400
CON,201903,MWAN,IN,CSTG,17615,48600
CON,201903,MWAN,IN,PPGTG,6381,370693
CON,201903,MWAN,IN,PTPTG,1900,584047
CON,201903,SHONG,KR,ADEFTG,3293,1446300
CON,201903,SHONG,KR,AEITG,9037,1998072
CON,201903,SHONG,KR,COMTG,20369,772816
CON,201903,SHONG,KR,CSTG,24880,1205260
CON,201903,SHONG,KR,PPGTG,130370,3354907
CON,201903,SHONG,KR,PTPTG,50562,1325150
CON,201903,TPARK,KR,AEITG,281420,9800000
CON,201903,TPARK,KR,COMTG,41850,400000
CON,201904,EHSU2,TA,ADEFTG,5890,1591630
CON,201904,EHSU2,TA,AEITG,79448,5730655
CON,201904,EHSU2,TA,COMTG,22180,1048346
CON,201904,EHSU2,TA,CSTG,84750,7869106
CON,201904,EHSU2,TA,PPGTG,273367,18722177
CON,201904,EHSU2,TA,PTPTG,288658,8292356
CON,201904,JKANG2,KR,AEITG,121451,2400000
CON,201904,JKANG2,KR,CSTG,5364,16425000
CON,201904,JKANG2,KR,PPGTG,1395,1825000
CON,201904,MWAN,AL,ADEFTG,260,60000
CON,201904,MWAN,AL,AEITG,125498,712650
CON,201904,MWAN,AL,COMTG,16523,114550
CON,201904,MWAN,AL,CSTG,94029,38000
CON,201904,MWAN,AL,PPGTG,95133,2752425
CON,201904,MWAN,AL,PTPTG,64278,202200
CON,201904,MWAN,AS,ADEFTG,16,1039030
CON,201904,MWAN,AS,AEITG,332,2368490
CON,201904,MWAN,AS,COMTG,34745,792810
CON,201904,MWAN,AS,CSTG,17504,1697375
CON,201904,MWAN,AS,PPGTG,194664,3604726
CON,201904,MWAN,AS,PTPTG,12872,614172
CON,201904,MWAN,IN,ADEFTG,4070,13500
CON,201904,MWAN,IN,AEGTG,990,120000
CON,201904,MWAN,IN,COMTG,31,28600
CON,201904,MWAN,IN,CSTG,19861,57600
CON,201904,MWAN,IN,PPGTG,5108,389993
CON,201904,MWAN,IN,PTPTG,550,623197
CON,201904,SHONG,KR,ADEFTG,1361,1170900
CON,201904,SHONG,KR,AEITG,9120,2159072
CON,201904,SHONG,KR,COMTG,1414,1640016
CON,201904,SHONG,KR,CSTG,22082,1715260
CON,201904,SHONG,KR,PPGTG,7107,3644537
CON,201904,SHONG,KR,PTPTG,21200,1373650
CON,201904,TPARK,KR,AEITG,125697,11600000
CON,201904,TPARK,KR,CSTG,780637,226020000
CON,201904,TPARK,KR,PTPTG,6200,117000
CON,201905,EHSU2,TA,ADEFTG,20623,1069880
CON,201905,EHSU2,TA,AEITG,179719,6618675
CON,201905,EHSU2,TA,COMTG,88290,1354916
CON,201905,EHSU2,TA,CSTG,227022,9435781
CON,201905,EHSU2,TA,DHCTG,3075,18000
CON,201905,EHSU2,TA,PPGTG,713795,21788572
CON,201905,EHSU2,TA,PTPTG,704639,8594556
CON,201905,JKANG2,KR,AEITG,120405,2400000
CON,201905,JKANG2,KR,CSTG,5364,16425000
CON,201905,JKANG2,KR,PPGTG,1395,625000
CON,201905,MWAN,AL,ADEFTG,1044,60000
CON,201905,MWAN,AL,AEITG,133753,712650
CON,201905,MWAN,AL,COMTG,60,114550
CON,201905,MWAN,AL,CSTG,102354,38000
CON,201905,MWAN,AL,PPGTG,95888,2579425
CON,201905,MWAN,AL,PTPTG,4820,276700
CON,201905,MWAN,AS,AEITG,1008,1357460
CON,201905,MWAN,AS,COMTG,35794,3460560
CON,201905,MWAN,AS,CSTG,16590,1697375
CON,201905,MWAN,AS,PPGTG,104775,3550414
CON,201905,MWAN,AS,PTPTG,90708,935902
CON,201905,MWAN,IN,AEITG,25030,351435
CON,201905,MWAN,IN,COMTG,594,28600
CON,201905,MWAN,IN,CSTG,6065,66600
CON,201905,MWAN,IN,PPGTG,998,482943
CON,201905,MWAN,IN,PTPTG,19758,426197
CON,201905,SHONG,KR,AEITG,16633,1557062
CON,201905,SHONG,KR,COMTG,17765,1931016
CON,201905,SHONG,KR,CSTG,29836,1849260
CON,201905,SHONG,KR,PPGTG,49343,4149437
CON,201905,SHONG,KR,PTPTG,74390,2040650
CON,201905,TPARK,KR,AEITG,505313,12900000
CON,201905,TPARK,KR,PTPTG,11100,147000
CON,201906,EHSU2,TA,ADEFTG,29156,1063030
CON,201906,EHSU2,TA,AEITG,226944,7333280
CON,201906,EHSU2,TA,CHNTG,5805,34500
CON,201906,EHSU2,TA,COMTG,76757,1387776
CON,201906,EHSU2,TA,CSTG,292556,11008100
CON,201906,EHSU2,TA,PPGTG,933884,20992340
CON,201906,EHSU2,TA,PTPTG,1042790,9752228
CON,201906,JKANG2,KR,AEITG,382751,2400000
CON,201906,JKANG2,KR,CSTG,2844,16425000
CON,201906,JKANG2,KR,PPGTG,1584,625000
CON,201906,MWAN,AL,AEITG,153800,1042650
CON,201906,MWAN,AL,COMTG,90,104850
CON,201906,MWAN,AL,CSTG,197716,238000
CON,201906,MWAN,AL,PPGTG,179722,3542325
CON,201906,MWAN,AL,PTPTG,28065,248890
CON,201906,MWAN,AS,ADEFTG,577,3790930
CON,201906,MWAN,AS,AEITG,4691,1343360
CON,201906,MWAN,AS,COMTG,36872,4800052
CON,201906,MWAN,AS,CSTG,38541,5201975
CON,201906,MWAN,AS,PPGTG,251661,4066214
CON,201906,MWAN,AS,PTPTG,24020,968022
CON,201906,MWAN,IN,ADEFTG,47800,13500
CON,201906,MWAN,IN,AEGTG,411,102000
CON,201906,MWAN,IN,COMTG,2924,28600
CON,201906,MWAN,IN,CSTG,33763,126600
CON,201906,MWAN,IN,PPGTG,2846,435443
CON,201906,MWAN,IN,PTPTG,15372,981197
CON,201906,SHONG,KR,ADEFTG,17205,901400
CON,201906,SHONG,KR,AEGTG,282,43750
CON,201906,SHONG,KR,AEITG,18361,1576340
CON,201906,SHONG,KR,COMTG,3403,1935850
CON,201906,SHONG,KR,CSTG,4085,1943260
CON,201906,SHONG,KR,PPGTG,75615,4553262
CON,201906,SHONG,KR,PTPTG,23982,2189535
CON,201906,TPARK,KR,AEITG,549423,12900000
CON,201906,TPARK,KR,COMTG,13950,400000
CON,201906,TPARK,KR,CSTG,1116006,226020000
CON,201907,EHSU2,TA,AEITG,80335,8623605
CON,201907,EHSU2,TA,COMTG,10834,1422051
CON,201907,EHSU2,TA,CSTG,50061,9401930
CON,201907,EHSU2,TA,PPGTG,302609,17302109
CON,201907,EHSU2,TA,PTPTG,258250,10219979
CON,201907,JKANG2,KR,AEITG,113355,2400000
CON,201907,JKANG2,KR,CSTG,2133,16125000
